# STR_XXXX part is read and XXXX becomes the string id number.
# Everything after the colon and before the new line will be saved as the string.
# Use # at the beginning of a line to leave a comment.
STR_0028    :Statek piracki
STR_5954    :{WINDOW_COLOUR_2}Scenery age: {BLACK}{COMMA16}
STR_5955    :{WINDOW_COLOUR_2}Quadrant placement: {BLACK}{STRINGID}
STR_5956    :Południowy-zachód
STR_5957    :Północny-zachód
STR_5958    :Północny-wschód
STR_5959    :Południowy-wschód
STR_5960    :{WINDOW_COLOUR_2}Quadrant placement:
STR_5961    :{WINDOW_COLOUR_2}Entry index: {BLACK}{COMMA16}
STR_5962    :{WINDOW_COLOUR_2}Collision detection:
STR_5963    :{WINDOW_COLOUR_2}Raised Corners:
STR_5964    :{WINDOW_COLOUR_2}Diagonal
STR_5965    :{WINDOW_COLOUR_2}Entrance type: {BLACK}{STRINGID}
STR_5966    :{WINDOW_COLOUR_2}Park entrance part: {BLACK}{STRINGID}
STR_5967    :Middle
STR_5968    :Left
STR_5969    :Right
STR_5970    :{WINDOW_COLOUR_2}Entrance ID: {BLACK}{COMMA16}
STR_5971    :{WINDOW_COLOUR_2}Exit ID: {BLACK}{COMMA16}
STR_5972    :{WINDOW_COLOUR_2}Ride ID: {BLACK}{COMMA16}
STR_5973    :Clamp to next
STR_5974    :{SMALLFONT}{BLACK}Changes the base- and clearance height so that it's at the same as the next element on the current tile. Doing this makes it easier to build on this tile.
STR_5975    :Slope:
STR_5976    :Flat
STR_5977    :Right side up
STR_5978    :Left side up
STR_5979    :{WINDOW_COLOUR_2}Wall type: {BLACK}{COMMA16}
STR_5980    :{WINDOW_COLOUR_2}Banner text: {BLACK}{STRINGID}
STR_5981    :{WINDOW_COLOUR_2}Not a banner
STR_5982    :{WINDOW_COLOUR_2}Large scenery type: {BLACK}{COMMA16}
STR_5983    :{WINDOW_COLOUR_2}Large scenery piece ID: {BLACK}{COMMA16}
STR_5984    :Blocked paths:
STR_5985    :Nowy katalog
STR_5986    :Wprowadź nazwę nowego katalogu.
STR_5987    :Nie można utworzyć katalogu
STR_5988    :{SMALLFONT}{BLACK}No remaining land rights for sale
STR_5989    :{SMALLFONT}{BLACK}No remaining construction rights for sale
STR_5990    :{SMALLFONT}{BLACK}No remaining land rights or construction rights for sale
STR_5991    :Nie można wkleić elementu...
STR_5992    :The map elements limit has been reached
STR_5993    :{SMALLFONT}{BLACK}Copy selected element
STR_5994    :{SMALLFONT}{BLACK}Paste copied element
STR_5995    :Booster
STR_5996    :Booster speed
STR_5997    :Add/set money
STR_5998    :Dodaj pieniądze
STR_5999    :Ustaw pieniądze
STR_6000    :Wprowadź nową wartość
STR_6001    :Enable lighting effects (experimental)
STR_6002    :{SMALLFONT}{BLACK}Lamps and rides will be lit up at night.{NEWLINE}Requires rendering engine to be set to hardware display.
STR_6003    :Cut-away View
STR_6004    :Cut-away View
STR_6005    :Enable cut-away view
STR_6006    :{SMALLFONT}{BLACK}Cut-away view only displays map elements at or below the cut height
STR_6007    :Cut height
STR_6008    :{SMALLFONT}{BLACK}Click to toggle raw value<->value in measurement units
STR_6009    :{SMALLFONT}{BLACK}Select cut height
STR_6010    :{COMMA2DP32}m
STR_6011    :{COMMA1DP16}ft
STR_6012    :{COMMA1DP16}
STR_6013    :{SMALLFONT}{BLACK}Guests will only pay the ticket to enter the park and services.{NEWLINE}Ride entry is free.
STR_6014    :{SMALLFONT}{BLACK}Guests will only pay entrance tickets for rides and services.{NEWLINE}They won't pay anything to enter the park.
STR_6015    :Sloped
STR_6016    :Modify Tile
STR_6017    :Please slow down
STR_6018    :Ride construction - Turn left
STR_6019    :Ride construction - Turn right
STR_6020    :Ride construction - Use default track
STR_6021    :Ride construction - Slope down
STR_6022    :Ride construction - Slope up
STR_6023    :Ride construction - Toggle chain lift
STR_6024    :Ride construction - Bank left
STR_6025    :Ride construction - Bank right
STR_6026    :Ride construction - Previous track
STR_6027    :Ride construction - Next track
STR_6028    :Ride construction - Build current
STR_6029    :Ride construction - Demolish current
STR_6030    :{SMALLFONT}{BLACK}Scenery picker. Click any scenery on the map to select the same piece for construction.
STR_6031    :Opis Serwera:
STR_6032    :Server Greeting:
STR_6033    :Path to RCT1 installation:
STR_6034    :{SMALLFONT}{BLACK}{STRING}
STR_6035    :Please select your RCT1 directory
STR_6036    :{SMALLFONT}{BLACK}Clear
STR_6037    :Please select a valid RCT1 directory
STR_6038    :{SMALLFONT}{BLACK}If you have RCT1 installed, set this option to its directory to load scenarios, music, etc.
STR_6039    :{SMALLFONT}{BLACK}Quick demolish ride
STR_6040    :Edit Scenario Options
STR_6041    :{BLACK}No mechanics are hired!
STR_6042    :Load height map
STR_6043    :Select height map
STR_6044    :Smooth height map
STR_6045    :Strength
STR_6046    :Normalise height map
STR_6047    :Smooth tiles
STR_6048    :Height map error
STR_6049    :Error reading PNG
STR_6050    :Error reading bitmap
STR_6051    :The width and height need to match
STR_6052    :The heightmap is too big, and will be cut off
STR_6053    :The heightmap cannot be normalised
STR_6054    :Only 24-bit bitmaps are supported
STR_6055    :OpenRCT2 Heightmap File
STR_6056    :{SMALLFONT}{BLACK}Mute
STR_6057    :{SMALLFONT}{BLACK}Show a separate button for the Mute Option in the toolbar
STR_6058    :Wycisz
STR_6059    :{RIGHTGUILLEMET}
STR_6060    :Pokazuj zakupy gości jako animacje
STR_6061    :{SMALLFONT}{BLACK}Show animated money effect{NEWLINE}when guests make purchases.
STR_6062    :{OUTLINE}{GREEN}+ {CURRENCY2DP}
STR_6063    :{OUTLINE}{RED}- {CURRENCY2DP}
STR_6064    :Zakup cały teren
STR_6065    :Loguj akcje graczy
STR_6066    :{SMALLFONT}{BLACK}Logs all user actions to files in your user directory.
STR_6067    :Serwer uruchomiony. wyrzucony z serwera przez
STR_6068    :Serwer wyłączony.
STR_6069    :{STRING} został wyrzucony z serwera przez {STRING}.
STR_6070    :{STRING} został przypisany do grupy '{STRING}' przez {STRING}.
STR_6071    :{STRING} stworzył nową grupę graczy '{STRING}'.
STR_6072    :{STRING} usunął grupę graczy '{String}'.
STR_6073    :{STRING} zmienił uprawnienia dla grupy graczy '{String}'.
STR_6074    :{STRING} zmienił nazwę grupy graczy z '{String}' na '{String}'.
STR_6075    :{STRING} zmienił domyślna grupę graczy na '{String}'.
STR_6076    :{STRING} used/toggled cheat '{STRING}'.
STR_6077    :Dodaj Pieniądze
STR_6078    :{STRING} created ride '{STRING}'.
STR_6079    :{STRING} demolished ride '{STRING}'.
STR_6080    :{STRING} changed the appearance of ride '{STRING}'.
STR_6081    :{STRING} changed the status of ride '{STRING}' to closed.
STR_6082    :{STRING} changed the status of ride '{STRING}' to open.
STR_6083    :{STRING} changed the status of ride '{STRING}' to testing.
STR_6084    :{STRING} changed the vehicle settings of ride '{STRING}'.
STR_6085    :{STRING} changed the ride settings of ride '{STRING}'.
STR_6086    :{STRING} renamed the ride '{STRING}' to '{STRING}'.
STR_6087    :{STRING} changed the price of ride '{STRING}' to {STRING}
STR_6088    :{STRING} changed the secondary price of ride '{STRING}' to {STRING}
STR_6089    :{STRING} renamed the park from '{STRING}' to '{STRING}'.
STR_6090    :{STRING} otworzył park.
STR_6091    :{STRING} zamknął park.
STR_6092    :{STRING} zmienił cenę wstępu do parku na {STRING}
STR_6093    :{STRING} umieścił nową dekorację.
STR_6094    :{STRING} usunął dekorację.
STR_6095    :{STRING} edytował dekorację.
STR_6096    :{STRING} ustawił nazwę znaku na '{STRING}'.
STR_6097    :{STRING} placed a track of ride '{STRING}'.
STR_6098    :{STRING} removed a track of ride.
STR_6099    :Połączyłeś się z serwerem.
STR_6100    :Rozłaczyłeś się z serwerem.
STR_6101    :Rides don't decrease in value over time
STR_6102    :{SMALLFONT}{BLACK}The value of a ride won't decrease over time, so guests will not suddenly think that a ride is too expensive.
STR_6103    :{SMALLFONT}{BLACK}This option is disabled during network play.
STR_6104    :Corkscrew Roller Coaster
STR_6105    :Hypercoaster
STR_6106    :Car Ride
STR_6107    :Monster Trucks
STR_6108    :Steel Twister
STR_6109    :Hyper-Twister
STR_6110    :Junior Roller Coaster
STR_6111    :Classic Mini Roller Coaster
STR_6112    :A compact steel-tracked roller coaster where the train travels through corkscrews and loops
STR_6113    :A tall non-inverting roller coaster with large drops, high speed, and comfortable trains with only lap bar restraints
STR_6114    :Riders travel slowly in powered vehicles along a track-based route
STR_6115    :Powered giant 4 x 4 trucks which can climb steep slopes
STR_6116    :Wide roller coaster trains glide along smooth steel track, travelling through a variety of inversions
STR_6117    :Sitting in comfortable trains with only simple lap restraints riders enjoy giant smooth drops and twisting track as well as plenty of 'air time' over the hills
STR_6118    :A gentle roller coaster for people who haven't yet got the courage to face the larger rides
STR_6119    :A cheap and easy to build roller coaster, but with a limited height
STR_6120    :{BABYBLUE}New vehicle now available for {STRINGID}:{NEWLINE}{STRINGID}
STR_6121    :{SMALLFONT}{BLACK}Extends the park's land rights all the way to the edges of the map
STR_6122    :There are not enough roller coasters in this scenario!
STR_6123    :Error loading objects for park
STR_6124    :Object name
STR_6125    :Object type
STR_6126    :Nieznany rodzaj
STR_6127    :Plik: {STRING}
STR_6128    :The file could not be loaded as some of the objects referenced in it are missing or corrupt. A list of these objects is given below.
STR_6129    :Skopiuj wybrany przedmiot do schowka
STR_6130    :Skopiuj listę do schowka
STR_6131    :Object source

#############
# Scenarios #
#############

## RCT Original
<Forest Frontiers>
STR_SCNR    :Forest Frontiers
STR_PARK    :Forest Frontiers
STR_DTLS    :Deep in the forest, build a thriving theme park in a large cleared area

<Dynamite Dunes>
STR_SCNR    :Dynamite Dunes
STR_PARK    :Dynamite Dunes
STR_DTLS    :Built in the middle of the desert, this theme park contains just one roller coaster but has space for expansion

<Leafy Lake>
STR_SCNR    :Leafy Lake
STR_PARK    :Leafy Lake
STR_DTLS    :Starting from scratch, build a theme park around a large lake

<Diamond Heights>
STR_SCNR    :Diamond Heights
STR_PARK    :Diamond Heights
STR_DTLS    :Diamond Heights to odnoszący sukcesy park ze świetnymi atrakcjami - podwój jego wartość

<Evergreen Gardens>
STR_SCNR    :Evergreen Gardens
STR_PARK    :Evergreen Gardens
STR_DTLS    :Przemień piękne Evergreen Gardens w kwitnący park tematyczny

<Bumbly Beach>
STR_SCNR    :Bumbly Beach
STR_PARK    :Bumbly Beach
STR_DTLS    :Develop Bumbly Beach's small amusement park into a thriving theme park

<Trinity Islands>
STR_SCNR    :Trinity Islands
STR_PARK    :Trinity Islands
STR_DTLS    :Several islands form the basis for this new park

<Katie's Dreamland>
STR_SCNR    :Katie's World
STR_PARK    :Katie's World
STR_DTLS    :Mały park z kilkoma atrakcjami oraz przestrzenią do rozwoju - podwój jego wartość
<Pokey Park>
STR_SCNR    :Dinky Park
STR_PARK    :Dinky Park
STR_DTLS    :A small, cramped amusement park which requires major expansion

<White Water Park>
STR_SCNR    :Aqua Park
STR_PARK    :Aqua Park
STR_DTLS    :A park with some excellent water-based rides requires expansion

<Millennium Mines>
STR_SCNR    :Millennium Mines
STR_PARK    :Millennium Mines
STR_DTLS    :Przemień tą wielką porzuconą kopalnię z zwykłej atrakcji turystycznej w park tematyczny

<Karts & Coasters>
STR_SCNR    :Karts & Coasters
STR_PARK    :Karts & Coasters
STR_DTLS    :Wielki park w środku lasu, jedynie z gokartami i drewnianymi kolejkami

<Mel's World>
STR_SCNR    :Mel's World
STR_PARK    :Mel's World
STR_DTLS    :Park posiada już kilka ciekawych nowoczesnych kolejek, ale nadal pozostało trochę przestrzeni do rozbudowy

<Mystic Mountain>
STR_SCNR    :Mothball Mountain
STR_PARK    :Mothball Mountain
STR_DTLS    :In the hilly forests of Mothball Mountain, build a theme park from scratch

<Pacific Pyramids>
STR_SCNR    :Pacific Pyramids
STR_PARK    :Pacific Pyramids
STR_DTLS    :Zamień egipskie ruiny ze nudnej atrakcji turystycznej w tętniący życiem park rozrywki

<Crumbly Woods>
STR_SCNR    :Crumbly Woods
STR_PARK    :Crumbly Woods
STR_DTLS    :A large park with well-designed but rather old rides - Replace the old rides or add new rides to make the park more popular

<Paradise Pier>
STR_SCNR    :Big Pier
STR_PARK    :Big Pier
STR_DTLS    :Przekształć te senne miastasteczko w tętniący życiem park rozrywki

<Lightning Peaks>
STR_SCNR    :Lightning Peaks
STR_PARK    :Lightning Peaks
STR_DTLS    :The beautiful mountains of Lightning Peaks are popular with walkers and sightseers - Use the available land to attract a new thrill-seeking clientele

<Ivory Towers>
STR_SCNR    :Ivory Towers
STR_PARK    :Ivory Towers
STR_DTLS    :Park z ugruntowaną pozycją, jednak z kilkoma problemami

<Rainbow Valley>
STR_SCNR    :Rainbow Valley
STR_PARK    :Rainbow Valley
STR_DTLS    :Rainbow Valley's local authority won't allow any landscape changes or large tree removal, but you must develop the area into a large theme park

<Thunder Rock>
STR_SCNR    :Thunder Rock
STR_PARK    :Thunder Rock
STR_DTLS    :Thunder Rock stands in the middle of a desert and attracts many tourists - Use the available space to build rides to attract more people

<Mega Park>
STR_SCNR    :Mega Park
STR_PARK    :Mega Park
STR_DTLS    :Po prostu zabawa!

## Corkscrew Follies
<Whispering Cliffs>
STR_SCNR    :Whispering Cliffs
STR_PARK    :Whispering Cliffs
STR_DTLS    :Rozwiń nadmorskie klify w kwitnący park rozrywki

<Three Monkeys Park>
STR_SCNR    :Three Monkeys Park
STR_PARK    :Three Monkeys Park
STR_DTLS    :Central to this large developing park is a giant triple-track racing/duelling steel coaster

<Canary Mines>
STR_SCNR    :Canary Mines
STR_PARK    :Canary Mines
STR_DTLS    :This abandoned mine already has the makings of a tourist attraction with its minature railway and a pair of vertical drop roller coasters

<Barony Bridge>
STR_SCNR    :Barony Bridge
STR_PARK    :Barony Bridge
STR_DTLS    :An old redundant bridge is yours to develop into an amusement park

<Funtopia>
STR_SCNR    :Funtopia
STR_PARK    :Funtopia
STR_DTLS    :Covering land both sides of a highway, this park has several rides already operating

<Haunted Harbor>
STR_SCNR    :Haunted Harbor
STR_PARK    :Haunted Harbor
STR_DTLS    :The local authority has agreed to sell nearby land cheaply to this small seaside park, on the condition that certain rides are preserved

<Fun Fortress>
STR_SCNR    :Fun Fortress
STR_PARK    :Fun Fortress
STR_DTLS    :Zamień ten zamek w wymarzony park rozrywki

<Future World>
STR_SCNR    :Future World
STR_PARK    :Future World
STR_DTLS    :This futuristic park has plenty of space for new rides on its alien landscape

<Gentle Glen>
STR_SCNR    :Gentle Glen
STR_PARK    :Gentle Glen
STR_DTLS    :The local population prefer gentle and relaxing rides, so it is your job to expand this park to suit their tastes

<Jolly Jungle>
STR_SCNR    :Jolly Jungle
STR_PARK    :Jolly Jungle
STR_DTLS    :Deep in the jungle lies a large area of land ready to be turned into a theme park

<Hydro Hills>
STR_SCNR    :Hydro Hills
STR_PARK    :Hydro Hills
STR_DTLS    :A series of stepped lakes form the basis for this new park

<Sprightly Park>
STR_SCNR    :Sprightly Park
STR_PARK    :Sprightly Park
STR_DTLS    :This elderly park has many historical rides but is badly in debt

<Magic Quarters>
STR_SCNR    :Magic Quarters
STR_PARK    :Magic Quarters
STR_DTLS    :A large area of land has been cleared and partially themed ready for you to develop into a landscaped theme park

<Fruit Farm>
STR_SCNR    :Fruit Farm
STR_PARK    :Fruit Farm
STR_DTLS    :A thriving fruit farm has built a railroad to boost its income, your job is to develop it into a full-blown amusement park

<Butterfly Dam>
STR_SCNR    :Butterfly Dam
STR_PARK    :Butterfly Dam
STR_DTLS    :The area around a dam is available for you to develop into an amusement park

<Coaster Canyon>
STR_SCNR    :Coaster Canyon
STR_PARK    :Coaster Canyon
STR_DTLS    :A vast canyon is yours to turn into a theme park

<Thunderstorm Park>
STR_SCNR    :Thunderstorm Park
STR_PARK    :Thunderstorm Park
STR_DTLS    :The weather is so wet here that a giant pyramid has been built to allow some rides to be built under cover

<Harmonic Hills>
STR_SCNR    :Harmonic Hills
STR_PARK    :Harmonic Hills
STR_DTLS    :The local authority won't allow you to build above tree height in this park

<Roman Village>
STR_SCNR    :Roman Village
STR_PARK    :Roman Village
STR_DTLS    :Develop this Roman-themed park by adding rides and roller coasters

<Swamp Cove>
STR_SCNR    :Swamp Cove
STR_PARK    :Swamp Cove
STR_DTLS    :Built partly on a series of small islands, this park already has a pair of large roller coasters as its centerpiece

<Adrenaline Heights>
STR_SCNR    :Adrenaline Heights
STR_PARK    :Adrenaline Heights
STR_DTLS    :Build a park to appeal to the high-intensity thrill-seeking local people

<Utopia Park>
STR_SCNR    :Utopia Park
STR_PARK    :Utopia Park
STR_DTLS    :An oasis in the middle of the desert provides an unusual opportunity to build an amusement park

<Rotting Heights>
STR_SCNR    :Rotting Heights
STR_PARK    :Rotting Heights
STR_DTLS    :Overgrown and dilapidated, can you resurrect this once-great amusement park?

<Fiasco Forest>
STR_SCNR    :Fiasco Forest
STR_PARK    :Fiasco Forest
STR_DTLS    :Full of badly designed and dangerous rides, you have a very limited budget and time to fix the problems and turn the park around

<Pickle Park>
STR_SCNR    :Pickle Park
STR_PARK    :Pickle Park
STR_DTLS    :The local authority will not allow any kind of advertising or promotion, so this park must succeed by reputation only

<Giggle Downs>
STR_SCNR    :Giggle Downs
STR_PARK    :Giggle Downs
STR_DTLS    :A four lane steeplechase ride is the centerpiece of this expanding park

<Mineral Park>
STR_SCNR    :Mineral Park
STR_PARK    :Mineral Park
STR_DTLS    :Turn this abandoned stone quarry into a place to attract thrill-seeking tourists

<Coaster Crazy>
STR_SCNR    :Coaster Crazy
STR_PARK    :Coaster Crazy
STR_DTLS    :You have limited funds but unlimited time to turn this mountainside area into a vast roller coaster park

<Urban Park>
STR_SCNR    :Urban Park
STR_PARK    :Urban Park
STR_DTLS    :A tiny park has done a deal with the nearby town to allow expansion through the town itself

<Geoffrey Gardens>
STR_SCNR    :Geoffrey Gardens
STR_PARK    :Geoffrey Gardens
STR_DTLS    :A large garden park needs turning into a thriving theme park

## Loopy Landscapes
<Iceberg Islands>
STR_SCNR    :Iceberg Islands
STR_PARK    :Iceberg Islands
STR_DTLS    :A collection of icebergs make a cold setting for this ambitious theme park

<Volcania>
STR_SCNR    :Volcania
STR_PARK    :Volcania
STR_DTLS    :A dormant volcano is the setting of this coaster-building challenge

<Arid Heights>
STR_SCNR    :Arid Heights
STR_PARK    :Arid Heights
STR_DTLS    :Free of any financial limits, your challenge is to develop this desert park while keeping the guests happy

<Razor Rocks>
STR_SCNR    :Razor Rocks
STR_PARK    :Razor Rocks
STR_DTLS    :Your task is to build a massive coaster-filled park in amongst Razor Rocks

<Crater Lake>
STR_SCNR    :Crater Lake
STR_PARK    :Crater Lake
STR_DTLS    :A large lake in an ancient crater is the setting for this park

<Vertigo Views>
STR_SCNR    :Vertigo Views
STR_PARK    :Vertigo Views
STR_DTLS    :This large park already has an excellent hyper-coaster, but your task is to massively increase its profit

<Paradise Pier 2>
STR_SCNR    :Big Pier 2
STR_PARK    :Big Pier 2
STR_DTLS    :Big Pier has expanded its network of walkways over the sea, and your task is to expand the park to use the extra space

<Dragon's Cove>
STR_SCNR    :Dragon's Cove
STR_PARK    :Dragon's Cove
STR_DTLS    :This sea-side cove is the setting for this coaster-building challenge

<Good Knight Park>
STR_SCNR    :Good Knight Park
STR_PARK    :Good Knight Park
STR_DTLS    :A castle with a pair of roller coasters needs developing into a larger theme park

<Wacky Warren>
STR_SCNR    :Wacky Warren
STR_PARK    :Wacky Warren
STR_DTLS    :A park which has much of its footpaths and coasters underground

<Grand Glacier>
STR_SCNR    :Grand Glacier
STR_PARK    :Grand Glacier
STR_DTLS    :A glacier-filled valley is yours to develop into a theme park

<Crazy Craters>
STR_SCNR    :Crazy Craters
STR_PARK    :Crazy Craters
STR_DTLS    :In a far-off world where money is not needed, you must build an entertainment centre to keep the people happy

<Dusty Desert>
STR_SCNR    :Dusty Desert
STR_PARK    :Dusty Desert
STR_DTLS    :Five coasters require completion in this desert park

<Woodworm Park>
STR_SCNR    :Woodworm Park
STR_PARK    :Woodworm Park
STR_DTLS    :This historical park is only allowed to build older-styled rides

<Icarus Park>
STR_SCNR    :Icarus Park
STR_PARK    :Icarus Park
STR_DTLS    :Develop this alien park to maximize its profit

<Sunny Swamps>
STR_SCNR    :Sunny Swamps
STR_PARK    :Sunny Swamps
STR_DTLS    :This well-themed amusement park already has several rides, but has plenty of space for expansion

<Frightmare Hills>
STR_SCNR    :Frightmare Hills
STR_PARK    :Frightmare Hills
STR_DTLS    :Przerażający park rozrywki z wielką kolejką pośrodku.

<Thunder Rocks>
STR_SCNR    :Thunder Rocks
STR_PARK    :Thunder Rocks
STR_DTLS    :Two large hunks of rock stick out of the sand, upon which the beginnings of a theme park are constructed

<Octagon Park>
STR_SCNR    :Octagon Park
STR_PARK    :Octagon Park
STR_DTLS    :In this large park you must design and build ten large coasters

<Pleasure Island>
STR_SCNR    :Pleasure Island
STR_PARK    :Pleasure Island
STR_DTLS    :A long thin island makes a challenging setting to build a selection of coasters

<Icicle Worlds>
STR_SCNR    :Icicle Worlds
STR_PARK    :Icicle Worlds
STR_DTLS    :An icy landscape needs turning into a thriving theme park

<Southern Sands>
STR_SCNR    :Southern Sands
STR_PARK    :Southern Sands
STR_DTLS    :A desert park with some cleverly designed coasters is yours to expand

<Tiny Towers>
STR_SCNR    :Tiny Towers
STR_PARK    :Tiny Towers
STR_DTLS    :In this tiny park you must finish building the five existing coasters

<Nevermore Park>
STR_SCNR    :Nevermore Park
STR_PARK    :Nevermore Park
STR_DTLS    :A large park with a novel transporation system around its edge

<Pacifica>
STR_SCNR    :Pacifica
STR_PARK    :Pacifica
STR_DTLS    :This large island is all yours to develop as an amusement park

<Urban Jungle>
STR_SCNR    :Urban Jungle
STR_PARK    :Urban Jungle
STR_DTLS    :A giant abandoned skyscraper is a unique opportunity for a theme park developer

<Terror Town>
STR_SCNR    :Terror Town
STR_PARK    :Terror Town
STR_DTLS    :This urban area is all yours to develop into as an amusement park

<Megaworld Park>
STR_SCNR    :Megaworld Park
STR_PARK    :Megaworld Park
STR_DTLS    :A giant park already packed full of rides needs improving

<Venus Ponds>
STR_SCNR    :Venus Ponds
STR_PARK    :Venus Ponds
STR_DTLS    :On a far-away planet this area of land needs turning into a theme park

<Micro Park>
STR_SCNR    :Micro Park
STR_PARK    :Micro Parkwiecie 
STR_DTLS    :Spróbuj stworzyć namniejszy na świecie dochodowy park rozrywki

## Real Parks from RCT1
# None of them had details
<Alton Towers>
STR_SCNR    :Alton Towers
STR_PARK    :Alton Towers
STR_DTLS    :

<Heide-Park>
STR_SCNR    :Heide-Park
STR_PARK    :Heide-Park
STR_DTLS    :

<Blackpool Pleasure Beach>
STR_SCNR    :Blackpool Pleasure Beach
STR_PARK    :Blackpool Pleasure Beach
STR_DTLS    :

## Misc parks from RCT1
# Had no details
<Fort Anachronism>
STR_SCNR    :Fort Anachronism
STR_PARK    :Fort Anachronism
STR_DTLS    :

## DAT translations

## RCT2
[4X4]
STR_NAME    :Potworne pikapy
STR_DESC    :Samochody na olbrzymich kołach z napędem 4 x 4, które mogą wjeżdżać na strome zbocza
STR_CPTY    :2 pasażerów na samochód

[AML1]
STR_NAME    :Amerykańskie pociągi parowe
STR_DESC    :Miniaturowe pociągi składające się z repliki parowozu i tendra, ciągnących drewniane wagony z płóciennymi dachami
STR_CPTY    :6 pasażerów na wagon

[AMT1]
STR_NAME    :Kolejka kopalniana
STR_DESC    :Kolejka górska w stylu górniczym, poruszająca się po stalowych szynach stylizowanych na stary tor kolejowy
STR_CPTY    :2 lub 4 pasażerów na wagonik

[ARRSW1]
STR_NAME    :Swobodnie podwieszone wagoniki
STR_DESC    :Kolejka górska z podwieszanymi wagonikami, które mogą się swobodnie kołysać podczas pokonywania zakrętów
STR_CPTY    :4 pasażerów na wagonik

[ARRSW2]
STR_NAME    :Swobodnie podwieszone wagoniki samolotowe
STR_DESC    :Kolejka górska z podwieszanymi wagonikami w kształcie samolotów, które mogą się swobodnie kołysać podczas pokonywania zakrętów
STR_CPTY    :4 pasażerów na wagonik

[ARRT1]
STR_NAME    :Kolejka korkociągowa
STR_DESC    :Zwarta przestrzennie kolejka ze stalowymi torami, w której wagoniki pokonują korkociągi i pętle
STR_CPTY    :4 pasażerów na wagonik

[ARRT2]
STR_NAME    :Hiperjazda
STR_DESC    :Wysoka, nieobrotowa szybka kolejka górska z dużymi zjazdami i wygodnymi wagonikami, wyposażonymi w zabezpieczenia obejmujące pasażerów jedynie w pasie
STR_CPTY    :6 pasażerów na wagonik

[ARRX]
STR_NAME    :Kolejka wielowymiarowa
STR_DESC    :Wagoniki z fotelami, które mogą obracać się do góry nogami
STR_CPTY    :4 pasażerów na wagonik

[ATM1]
STR_NAME    :Bankomat
STR_DESC    :Maszynka z pieniędzmi - dla gości, którzy wszystko już wydali

[BALLN]
STR_NAME    :Kiosk z balonami
STR_DESC    :Stoisko z pamiątkami, w którym można kupić baloniki napełnione helem

[BATFL]
STR_NAME    :Dyndające wagoniki
STR_DESC    :Wagoniki podwieszone na górnej szynie
STR_CPTY    :2 pasażerów na wagonik

[BBOAT]
STR_NAME    :Gumołódki
STR_DESC    :Małe okrągłe pontony napędzane silnikiem zamontowanym centralnie i sterowanym przez pasażerów
STR_CPTY    :2 pasażerów na łódkę

[BMAIR]
STR_NAME    :Latająca kolejka
STR_DESC    :Pasażerowie zasiadają w wygodnych fotelach zawieszonych pod torem i jadą zawiłą trasą, czując się, jakby potrafili latać
STR_CPTY    :4 pasażerów na wagonik

[BMFL]
STR_NAME    :Kolejka bezpodłogowa
STR_DESC    :Szerokie wagoniki pozbawione podłóg zapewniają pasażerom dobry widok podczas jazdy trasą z wieloma zakrętami
STR_CPTY    :4 pasażerów na wagonik

[BMRB]
STR_NAME    :Hiperzwijka (szerokie wagoniki)
STR_DESC    :Szerokie na 4 miejsca wagoniki z podniesionymi fotelami i prostymi zabezpieczeniami obejmującymi pasażerów w pasie
STR_CPTY    :4 pasażerów na wagonik

[BMSD]
STR_NAME    :Zwijka
STR_DESC    :Szerokie wagoniki suną po gładkim stalowym torze, pokonując liczne ostre zakręty
STR_CPTY    :4 pasażerów na wagonik

[BMSU]
STR_NAME    :Kolejka stojąca
STR_DESC    :Pasażerowie jadą w pozycji stojącej w szerokich wagonikach ze specjalnie zaprojektowanymi zabezpieczeniami, pokonując gładkie spadki i liczne ostre zakręty
STR_CPTY    :4 pasażerów na wagonik

[BMVD]
STR_NAME    :Pionospadajka
STR_DESC    :Bardzo szerokie wagoniki zjeżdżają po całkowicie pionowym torze, zapewniając pasażerom jedyne w swoim rodzaju wrażenie swobodnego spadania
STR_CPTY    :6 pasażerów na wagonik

[BNOODLES]
STR_NAME    :Kiosk z wołowymi kluseczkami
STR_DESC    :Stoisko sprzedające wołowe kluseczki w chińskim stylu

[BOB1]
STR_NAME    :Kolejka bobslejowa
STR_DESC    :Pasażerowie zjeżdżają krętą trasą w wagonikach przypominających bobsleje, prowadzonych jedynie przez krzywizny i wychylenia półkolistego toru
STR_CPTY    :2 pasażerów na wagonik

[BURGB]
STR_NAME    :Bar hamburger
STR_DESC    :Budynek w kształcie hamburgera, w którym można kupić hamburgery

[C3D]
STR_NAME    :Kino trójwymiarowe
STR_DESC    :Kino wyświetlające trójwymiarowe filmy na ekranie stanowiącym wewnętrzną ścianę kulistego budynku
STR_CPTY    :20 widzów

[CBOAT]
STR_NAME    :Kajaki
STR_DESC    :Długie kajaki, w których pasażerowie sami wiosłują
STR_CPTY    :2 pasażerów na łódkę

[CHBUILD]
STR_NAME    :Krzywy dom
STR_DESC    :Budynek z powykrzywianymi ścianami i zakręconymi korytarzami, dezorientujący ludzi, którzy do niego wejdą
